10.63015,11.31371,9.89949,10.63015,9.89949,9.89949,9.21954,9.21954,9.21954,9.21954,9.21954,8.60233,8.60233,8.60233,8.60233,8.94427,8.94427,8.06226,8.94427,8.94427,8.94427,8.544,8.94427,8.544,8.94427,9.48683,9.48683,9.84886,9.84886,9.48683,9.84886,9.84886,9.84886,8.94427,9.84886,8.94427,9.43398,8.60233,8.60233,8.60233,8.60233,8.60233,7.81025,7.81025,7.81025,7.07107,7.07107,7.07107,6.40312,6.40312,6.40312,5.83095,56.0803,65.06919,58.07753,53.75872,60.53098,54.03702,57.07889,52.23983,47.04253,49.09175,46.0,47.01064,46.09772,46.04346,47.0,45.09989,48.0,45.17743,44.18144,42.75512,43.17407,44.72136,47.53946,44.92215,47.53946,46.57252,43.32436,46.84015,45.88028,46.23851,46.57252,45.54119,49.72927,46.23851,49.0408,44.72136,46.57252,46.17359,50.44799,45.60702,44.14748,45.39824,43.04649,44.18144,45.01111,42.10701,39.0,43.01163,37.05401,37.21559,32.01562,40.04997,31.7805,32.06244,31.04835,26.24881,24.35159,47.38143,49.57822,47.20169,54.91812,53.53504,50.24938,48.75449,59.48109,58.18075,55.15433,59.20304,56.921,64.32729,61.61169,66.28725,61.66036,66.09841,62.07254,61.13101,65.19202,68.18358,65.0,68.02941,64.03124,65.27634,61.0082,61.07373,57.14018,58.42089,60.07495,52.23983,61.13101,54.58938,51.24451,57.14018,53.03772,56.00893,54.0,58.0,58.00862,56.0357,57.42822,58.13777,62.1289,58.21512,57.42822,58.0517,62.20129,58.54912,60.20797,64.00781,66.18912,68.0,60.07495,68.18358,66.27217,62.03225
9.48683,8.94427,8.94427,9.48683,8.544,7.61577,7.61577,8.06226,7.61577,8.06226,7.2111,7.2111,7.2111,7.2111,7.2111,7.07107,7.07107,7.07107,7.07107,7.07107,7.07107,8.48528,7.07107,7.81025,7.81025,7.81025,7.81025,8.48528,8.48528,7.81025,8.48528,8.48528,8.48528,8.48528,7.81025,7.81025,7.81025,7.81025,7.81025,7.2111,6.7082,7.2111,6.7082,5.83095,5.83095,5.38516,5.38516,6.08276,5.38516,5.09902,5.09902,4.12311,60.20797,58.66856,57.38467,54.12024,55.15433,55.54278,51.42956,52.7731,47.53946,47.75982,50.32892,44.27189,43.9659,46.48656,42.54409,44.38468,43.73786,42.75512,44.40721,39.20459,42.04759,43.28972,44.01136,43.0,43.28972,45.09989,45.04442,45.01111,43.04649,46.04346,44.01136,45.04442,50.08992,45.09989,46.17359,48.01042,46.04346,47.01064,48.04165,42.57934,41.30375,41.30375,42.75512,44.38468,42.95346,41.48494,36.67424,39.84972,36.40055,32.31099,33.52611,31.01612,33.83785,32.64966,32.57299,28.01785,24.69818,46.17359,43.28972,47.04253,47.01064,48.16638,46.38965,50.03998,51.35173,53.23533,52.39275,56.51548,58.0517,59.20304,61.35145,56.85948,58.18075,57.38467,59.5063,61.7414,63.06346,58.59181,64.49806,58.24946,60.20797,60.21628,54.6443,54.40588,56.61272,55.22681,57.98276,52.15362,51.86521,53.53504,51.97115,47.50789,50.60632,50.11986,50.08992,48.76474,51.42956,51.88449,51.5461,53.66563,58.69412,52.92447,51.92302,53.85165,55.71355,58.82176,60.16644,61.03278,59.5063,59.9333,60.08328,65.55151,64.07808,64.88451
10.44031,10.44031,10.44031,10.44031,9.21954,9.48683,9.21954,9.21954,9.21954,9.05539,9.21954,9.05539,8.06226,8.06226,8.0,9.0,8.0,8.0,9.05539,9.05539,9.0,9.0,9.0,9.05539,9.05539,9.05539,9.05539,9.05539,10.04988,9.0,9.0,10.04988,9.0,9.0,9.0,9.05539,9.05539,9.05539,8.06226,8.06226,8.24621,7.28011,8.24621,7.28011,7.28011,6.32456,6.32456,6.32456,6.32456,6.32456,5.83095,5.0,62.64982,54.56189,61.29437,53.7122,58.13777,55.54278,50.11986,54.56189,44.29447,47.88528,47.41308,44.77723,43.82921,43.26662,45.27693,39.05125,44.59821,41.86884,42.42641,41.10961,45.25483,42.42641,46.01087,37.48333,42.44997,41.7732,41.10961,44.40721,47.01064,49.20366,47.80167,47.01064,41.86884,47.80167,43.27817,50.44799,47.50789,46.8615,47.38143,48.16638,43.13931,44.04543,39.62323,41.10961,42.63801,39.44617,40.70626,37.73592,34.66987,32.69557,37.16181,30.8707,29.41088,28.23119,34.53983,28.16026,26.4764,44.92215,48.10405,45.69464,49.1935,51.07837,49.24429,51.31277,54.3783,53.2635,56.30275,56.0803,60.959,61.07373,63.65532,62.2254,54.81788,66.21933,60.0,64.81512,64.49806,59.16925,65.76473,54.70832,59.05929,57.80138,57.80138,57.77543,62.16912,56.46238,59.5063,51.42956,55.9017,52.7731,51.10773,55.07268,53.66563,51.88449,56.0357,52.47857,51.0392,61.91123,52.69725,55.0,58.60034,61.03278,55.21775,55.21775,57.42822,59.81639,59.64059,60.80296,59.90826,64.49806,56.4358,62.1289,65.19202,61.85467
10.04988,9.05539,9.05539,9.05539,9.05539,8.06226,8.24621,8.24621,8.24621,7.28011,8.24621,8.24621,7.28011,7.28011,7.28011,8.544,7.61577,7.61577,6.7082,8.06226,8.06226,8.06226,8.06226,8.06226,8.06226,8.06226,8.06226,8.06226,8.06226,8.94427,8.06226,8.06226,8.06226,8.06226,8.544,8.544,8.24621,7.28011,7.28011,7.28011,7.28011,7.28011,7.07107,6.08276,6.08276,6.08276,6.08276,5.09902,5.0,5.0,5.09902,4.12311,64.38167,60.1415,58.79626,62.36986,62.482,50.93133,58.89822,50.60632,49.20366,53.41348,49.0408,45.80393,50.77401,46.04346,49.67897,45.22168,48.37355,45.17743,41.6173,44.77723,47.43416,47.01064,45.88028,44.77723,46.23851,42.05948,51.5461,46.17359,44.64303,49.24429,49.0306,50.59644,46.09772,47.85394,50.96077,46.23851,48.10405,48.70318,44.94441,47.92703,48.46648,44.72136,43.82921,45.65085,43.04649,43.41659,43.01163,42.43819,39.66106,38.60052,36.12478,34.05877,33.30165,28.28427,33.42155,32.80244,32.01562,49.25444,49.0,50.24938,50.15974,52.15362,50.15974,53.60037,53.85165,56.29387,54.91812,58.82176,59.80803,61.68468,62.62587,60.41523,64.4748,67.23095,59.36329,60.03332,65.51336,62.68174,63.00794,60.30755,61.84658,63.78087,58.89822,59.03389,54.45181,55.31727,58.25805,55.31727,56.72742,54.67175,50.9902,52.3259,55.60576,53.60037,56.0357,53.82379,57.14018,53.53504,57.70615,57.42822,56.82429,56.82429,62.64982,57.14018,61.05735,59.90826,60.53924,64.00781,64.40497,64.07027,65.76473,66.57327,62.42596,67.00746
10.44031,9.48683,9.48683,9.48683,8.544,8.24621,8.24621,8.06226,8.06226,8.06226,8.06226,8.0,8.06226,8.0,7.0,8.0,8.06226,8.06226,8.06226,8.06226,8.06226,8.06226,8.06226,8.24621,8.24621,9.21954,9.21954,8.06226,9.21954,9.21954,8.06226,9.05539,8.06226,8.06226,9.05539,9.05539,9.05539,8.0,8.0,7.0,8.0,8.0,7.07107,7.07107,7.07107,6.08276,6.08276,5.09902,5.09902,5.38516,5.38516,5.38516,59.68249,62.24147,63.13478,57.3062,56.60389,54.3783,52.83938,57.14018,46.95743,53.33854,46.32494,47.63402,51.85557,47.50789,48.37355,49.0408,47.50789,42.63801,43.93177,44.04543,48.27007,43.18565,44.65423,44.65423,44.40721,47.43416,45.80393,45.45327,49.20366,46.32494,45.48626,56.40035,47.01064,49.39636,45.79301,49.0408,48.82622,48.41487,52.43091,47.20169,46.75468,47.38143,44.68781,46.66905,46.09772,41.72529,41.10961,39.82462,39.20459,35.60899,36.76955,32.20248,33.30165,28.63564,35.35534,32.69557,30.08322,48.10405,50.69517,47.50789,56.35601,53.25411,51.0392,52.63079,58.41233,58.41233,53.90733,60.959,61.7171,63.70243,61.07373,65.0,61.61169,65.80274,61.58734,66.03787,60.74537,61.58734,68.88396,55.9017,58.87274,61.46544,60.83584,60.74537,62.03225,55.97321,59.9333,50.15974,57.69749,54.626,56.79789,53.7122,52.47857,48.82622,53.23533,51.47815,56.30275,55.75841,51.66237,58.89822,52.80152,58.82176,54.48853,58.60034,60.44005,60.60528,57.14018,60.53924,65.21503,66.61081,59.90826,65.8635,70.23532,63.51378
10.77033,9.84886,10.29563,9.84886,8.94427,8.94427,8.94427,8.94427,8.94427,8.60233,8.06226,8.60233,7.81025,7.81025,7.81025,9.21954,7.81025,7.81025,7.81025,8.48528,8.48528,8.48528,8.48528,7.81025,7.81025,8.48528,8.48528,9.21954,8.60233,9.21954,8.48528,8.48528,8.48528,8.48528,9.21954,9.21954,9.21954,7.81025,7.81025,7.81025,8.06226,8.06226,7.2111,7.61577,6.7082,6.7082,6.32456,6.7082,6.32456,6.32456,6.08276,6.08276,61.40033,60.41523,58.42089,54.12947,55.57877,54.81788,53.46027,51.35173,49.24429,48.6621,44.18144,43.01163,44.01136,43.28972,43.10452,42.04759,40.0125,42.19005,43.04649,40.4475,47.07441,41.4367,43.56604,39.84972,43.68066,46.48656,46.32494,41.7732,42.2019,48.08326,43.41659,50.96077,45.12206,49.0408,41.78516,45.35416,47.53946,42.72002,46.57252,46.84015,48.50773,46.27094,42.19005,45.09989,43.17407,41.19466,43.10452,36.01389,36.12478,39.0,33.01515,31.0,27.0,29.42788,26.92582,29.41088,26.57066,45.61798,49.24429,44.94441,51.86521,46.23851,49.24429,51.92302,54.34151,54.12024,51.62364,59.07622,58.03447,61.20457,60.0,63.03174,60.07495,66.1211,60.29925,59.5399,57.42822,62.80127,59.5399,56.04463,57.97413,62.36185,61.03278,52.49762,59.09315,56.30275,54.81788,49.72927,54.40588,49.81967,50.63596,54.12947,51.1957,51.97115,57.28001,51.1957,53.93515,49.64877,51.24451,57.07889,52.15362,54.23099,54.23099,60.13319,61.0082,55.03635,57.14018,58.54912,58.69412,61.20457,64.49806,61.84658,59.3043,62.03225
10.04988,10.19804,9.21954,9.05539,8.06226,8.24621,8.24621,8.24621,8.24621,7.28011,8.24621,8.544,7.28011,7.61577,7.61577,8.06226,8.06226,8.06226,7.2111,8.06226,8.06226,8.06226,8.06226,8.06226,8.06226,8.60233,8.60233,8.06226,8.60233,9.43398,8.06226,8.60233,8.06226,8.06226,8.94427,8.94427,8.544,7.61577,7.61577,7.61577,7.28011,7.28011,7.28011,7.28011,6.32456,6.08276,6.08276,5.09902,5.09902,5.0,5.0,5.0,65.29931,61.52235,58.00862,56.0803,55.31727,52.40229,53.75872,49.81967,47.01064,47.50789,46.87217,49.64877,49.92995,44.10215,44.10215,45.79301,45.18849,42.05948,39.56008,40.8534,45.22168,44.94441,43.32436,43.9659,39.84972,44.27189,47.53946,40.26164,42.2019,47.07441,46.57252,48.05206,45.60702,43.73786,50.28916,47.16991,49.0408,45.60702,46.8188,47.53946,46.84015,44.94441,44.94441,45.54119,38.94868,43.41659,43.38202,39.96248,35.51056,35.60899,36.05551,33.01515,32.64966,30.4795,31.82766,30.61046,31.241,45.01111,49.0,46.04346,48.04165,47.09565,46.38965,51.66237,56.29387,56.921,52.39275,57.56735,59.46427,62.24147,59.5063,59.03389,60.90156,66.64833,56.4358,57.3062,61.22091,63.24555,65.43699,60.0,59.20304,56.0803,60.10824,56.0803,56.0803,55.86591,54.45181,50.80354,54.56189,53.03772,51.73973,50.60632,51.22499,51.61395,53.53504,55.47071,51.86521,51.0392,55.9464,54.08327,57.98276,54.3783,54.56189,56.79789,55.47071,59.16925,60.53924,59.07622,62.68174,61.85467,59.90826,63.63175,64.07027,64.3506
10.63015,10.63015,9.89949,10.63015,9.89949,9.21954,9.21954,9.43398,9.21954,8.60233,8.60233,9.43398,8.06226,8.06226,8.94427,8.94427,8.94427,8.544,8.544,8.94427,8.544,8.544,8.544,8.544,9.48683,9.48683,9.48683,9.48683,9.84886,9.48683,9.84886,9.48683,9.84886,8.94427,9.84886,8.94427,9.84886,8.94427,8.06226,8.60233,8.60233,8.60233,7.2111,7.2111,7.2111,7.2111,7.07107,7.07107,7.07107,5.65685,5.65685,6.40312,65.11528,64.53681,57.31492,54.74486,55.3263,52.95281,52.7731,53.75872,51.24451,46.38965,47.38143,45.04442,41.7732,46.01087,39.01282,46.27094,46.01087,43.41659,45.09989,40.4475,43.18565,44.72136,44.91102,46.87217,44.28318,47.07441,40.80441,44.94441,48.76474,44.38468,47.12749,49.33559,43.17407,45.88028,46.09772,47.85394,49.0306,44.72136,44.28318,50.48762,44.40721,46.32494,42.42641,40.1995,45.09989,39.01282,41.0,37.01351,35.0,35.0571,36.12478,35.35534,31.32092,30.80584,30.06659,29.12044,27.20294,50.47772,48.37355,48.76474,50.56679,53.31041,50.69517,51.24451,53.16014,53.93515,57.00877,61.0,58.24946,60.87693,63.63961,64.28063,63.00794,64.03124,65.06919,64.00781,63.3877,61.66036,64.62971,60.82763,61.0,59.66574,59.84146,59.90826,60.16644,54.12947,57.72348,52.17279,55.31727,55.31727,53.15073,54.91812,54.12024,51.47815,51.0098,54.23099,60.20797,52.15362,55.0,56.22277,60.00833,54.03702,56.0,56.0357,63.00794,62.1289,63.03174,63.00794,64.03124,61.29437,62.20129,66.00758,70.17834,68.02941
10.29563,9.84886,9.84886,9.84886,9.84886,8.94427,8.94427,8.544,8.544,8.24621,8.544,8.24621,8.24621,8.24621,8.24621,8.24621,9.05539,8.06226,9.05539,9.05539,9.05539,9.05539,8.06226,9.0,9.0,9.05539,9.05539,9.05539,10.04988,9.05539,9.05539,10.04988,9.05539,9.21954,9.21954,9.21954,9.21954,8.24621,8.24621,8.24621,7.61577,7.61577,7.61577,6.7082,6.7082,6.7082,5.83095,6.7082,5.83095,5.83095,5.0,5.0,58.69412,56.7186,62.93648,57.87055,56.88585,55.44367,52.39275,50.01,46.09772,51.41984,46.87217,43.9659,48.27007,44.92215,40.5216,45.69464,45.22168,39.81206,45.31004,39.35734,48.30114,42.95346,44.94441,43.41659,42.54409,47.50789,42.05948,48.25971,51.86521,48.25971,46.61545,52.15362,43.56604,46.04346,45.65085,46.64762,48.25971,47.50789,42.05948,49.24429,47.41308,45.54119,44.28318,44.29447,45.54119,42.37924,39.05125,37.10795,36.67424,35.17101,36.12478,35.01428,30.14963,27.29469,32.01562,28.07134,31.06445,44.94441,48.01042,46.2277,49.51767,50.20956,48.9183,49.20366,52.80152,57.68882,54.67175,60.53924,56.4358,64.14047,59.5399,61.29437,59.5063,63.89053,63.69458,62.03225,61.03278,56.04463,59.90826,65.9242,60.40695,69.12308,60.72891,64.77654,67.60178,48.0,60.20797,52.20153,53.15073,54.91812,49.81967,52.88667,60.82763,42.72002,55.31727,51.86521,55.36244,56.29387,47.29693,55.36244,53.85165,55.36244,51.89412,55.08176,54.57105,59.80803,55.36244,57.87055,64.51356,64.32729,61.13101,64.56005,63.60031,62.8172
11.18034,10.29563,9.43398,10.29563,9.43398,10.29563,9.43398,9.43398,9.43398,8.60233,9.21954,9.21954,8.48528,8.48528,8.48528,8.48528,8.48528,8.48528,8.60233,7.81025,7.81025,8.60233,8.60233,8.60233,8.60233,9.21954,10.0,8.60233,9.43398,9.21954,8.60233,8.60233,9.21954,9.21954,9.89949,8.48528,9.21954,8.48528,8.48528,8.48528,8.60233,8.60233,7.81025,7.2111,7.2111,6.7082,6.7082,6.7082,6.7082,5.83095,6.32456,6.32456,60.63827,62.36986,66.09841,56.56854,59.22837,53.93515,51.97115,54.74486,45.39824,50.9902,54.14795,49.0102,49.0408,45.0,45.01111,44.18144,47.01064,46.09772,45.27693,46.17359,48.16638,44.14748,46.32494,44.14748,44.92215,46.38965,40.5216,44.01136,44.27189,49.0408,49.64877,52.46904,44.92215,45.88028,48.27007,44.40721,46.57252,46.57252,46.52956,47.16991,47.01064,49.0,49.09175,47.09565,43.04649,39.05125,44.04543,32.01562,39.31921,34.36568,35.22783,35.17101,35.35534,30.59412,32.75668,29.54657,29.06888,48.82622,49.24429,43.82921,53.85165,47.16991,53.16014,49.0408,53.16014,56.51548,54.12947,61.0,58.69412,69.87131,59.4138,61.13101,61.29437,65.19202,60.13319,63.12686,62.1289,63.3877,62.36986,61.18823,60.63827,61.13101,59.20304,58.24088,61.68468,52.49762,59.20304,51.92302,57.56735,51.92302,49.0306,56.51548,54.74486,53.93515,52.95281,52.95281,54.12947,51.47815,53.23533,57.07889,56.0803,62.20129,59.00847,55.00909,57.07889,60.03332,57.14018,60.53098,65.11528,67.36468,59.3043,64.49806,67.74216,68.35934
